#
#
#
#---------------------------------------------------------------
# DATAFILE:   NO2_Vandaele(1998)_220K_238-667nm.txt
# NAME:   nitrogen dioxide
# FORMULA:    NO2
# AUTHOR(YEAR):   Vandaele(1998)
# T:  220K, 294K
# λ:  238-667nm
# BIBLIOGRAPHY:   A.C. Vandaele, C. Hermans, P.C. Simon, M. Carleer, R. Colins, S. Fally, 
# M.F. Mérienne, A. Jenouvrier, and B. Coquart, 
# "Measurements of the NO2 absorption cross-sections from 42000 cm-1 to 10000 cm-1 (238-1000 nm) at 220 K and 294 K", 
# J. Quant. Spectrosc. Radiat. Transfer 59, 171-184 (1998); DOI: 10.1016/S0022-4073(97)00168-4
# COMMENTS:   Absorption measurements using a Fourier transform spectrometer at a spectral resolution of 2 cm-1 
# (0.01 nm at 240 nm to 0.2 nm at 1000 nm)
# Data file from the webpage of the Belgian Institute for Space Aeronomy
# http://spectrolab.aeronomie.be/index.htm
#
# data is downloaded from Spectral Atlas
#  Keller-Rudek, H., Moortgat, G. K., Sander, R., and Sörensen, R.: 
#  The MPI-Mainz UV/VIS spectral atlas of gaseous molecules of atmospheric interest, 
#  Earth Syst. Sci. Data, 5, 365–373, (2013), DOI: 10.5194/essd-5-365-2013
# 
# Non diluted NO2
# temperature = 220 K, 294 K
# pressures: from 0.007 to 2 torr
# path lengths: 20 and 60 m
# 
#  nm         220 K          294 K
 238.64118  0.303088E-18  0.752914E-19
 238.64668  0.300854E-18  0.819062E-19
 238.65217  0.298780E-18  0.814878E-19
 238.65766  0.296726E-18  0.696134E-19
 238.66316  0.294546E-18  0.867330E-19
 238.66865  0.292093E-18  0.949700E-19
 238.67415  0.289224E-18  0.653983E-19
 238.67964  0.285808E-18  0.733439E-19
 238.68514  0.281730E-18  0.794607E-19
 238.69063  0.276898E-18  0.875722E-19
 238.69613  0.271244E-18  0.662812E-19
 238.70162  0.264730E-18  0.700497E-19
 238.70712  0.257350E-18  0.770293E-19
 238.71262  0.249129E-18  0.571799E-19
 238.71811  0.240123E-18  0.783725E-19
 238.72361  0.230420E-18  0.665659E-19
 238.72911  0.220132E-18  0.658512E-19
 238.73460  0.209399E-18  0.784794E-19
 238.74010  0.198377E-18  0.626854E-19
 238.74560  0.187237E-18  0.637153E-19
 238.75110  0.176156E-18  0.791630E-19
 238.75660  0.165318E-18  0.720759E-19
 238.76210  0.154897E-18  0.660409E-19
 238.76759  0.145061E-18  0.678865E-19
 238.77309  0.135962E-18  0.674758E-19
 238.77859  0.127731E-18  0.579784E-19
 238.78409  0.120476E-18  0.688891E-19
 238.78959  0.114276E-18  0.717280E-19
 238.79509  0.109184E-18  0.931088E-19
 238.80059  0.105219E-18  0.804336E-19
 238.80609  0.102371E-18  0.665182E-19
 238.81159  0.100601E-18  0.598856E-19
 238.81710  0.998428E-19  0.638794E-19
 238.82260  0.100007E-18  0.659620E-19
 238.82810  0.100982E-18  0.615912E-19
 238.83360  0.102642E-18  0.842256E-19
 238.83910  0.104851E-18  0.647943E-19
 238.84461  0.107465E-18  0.699302E-19
 238.85011  0.110340E-18  0.778252E-19
 238.85561  0.113337E-18  0.596233E-19
 238.86111  0.116324E-18  0.542439E-19
 238.86662  0.119181E-18  0.693043E-19
 238.87212  0.121807E-18  0.732012E-19
 238.87763  0.124116E-18  0.913360E-19
 238.88313  0.126042E-18  0.731520E-19
 238.88863  0.127543E-18  0.607404E-19
 238.89414  0.128596E-18  0.840588E-19
 238.89964  0.129196E-18  0.754486E-19
 238.90515  0.129360E-18  0.758453E-19
 238.91065  0.129120E-18  0.722174E-19
 238.91616  0.128519E-18  0.766649E-19
 238.92167  0.127614E-18  0.644795E-19
 238.92717  0.126466E-18  0.677544E-19
 238.93268  0.125139E-18  0.751889E-19
 238.93819  0.123700E-18  0.720757E-19
 238.94369  0.122210E-18  0.632963E-19
 238.94920  0.120723E-18  0.697536E-19
 238.95471  0.119289E-18  0.770119E-19
 238.96022  0.117943E-18  0.935684E-19
 238.96572  0.116711E-18  0.824652E-19
 238.97123  0.115609E-18  0.691815E-19
 238.97674  0.114638E-18  0.677599E-19
 238.98225  0.113792E-18  0.755731E-19
 238.98776  0.113053E-18  0.809234E-19
 238.99327  0.112396E-18  0.670244E-19
 238.99878  0.111792E-18  0.777867E-19
 239.00429  0.111208E-18  0.844170E-19
 239.00980  0.110612E-18  0.758130E-19
 239.01531  0.109973E-18  0.838375E-19
 239.02082  0.109265E-18  0.778837E-19
 239.02633  0.108467E-18  0.101481E-18
 239.03184  0.107571E-18  0.842851E-19
 239.03735  0.106572E-18  0.722897E-19
 239.04286  0.105481E-18  0.926060E-19
 239.04837  0.104315E-18  0.103207E-18
 239.05389  0.103104E-18  0.881111E-19
 239.05940  0.101885E-18  0.812256E-19
 239.06491  0.100704E-18  0.977849E-19
 239.07042  0.996102E-19  0.107836E-18
 239.07594  0.986579E-19  0.927404E-19
 239.08145  0.979016E-19  0.102995E-18
 239.08696  0.973941E-19  0.101664E-18
 239.09248  0.971837E-19  0.956177E-19
 239.09799  0.973118E-19  0.944786E-19
 239.10351  0.978108E-19  0.858883E-19
 239.10902  0.987025E-19  0.905791E-19
 239.11454  0.999962E-19  0.818954E-19
 239.12005  0.101688E-18  0.808769E-19
 239.12557  0.103761E-18  0.877127E-19
 239.13108  0.106186E-18  0.976953E-19
 239.13660  0.108919E-18  0.798762E-19
 239.14211  0.111908E-18  0.975834E-19
 239.14763  0.115091E-18  0.962934E-19
 239.15315  0.118398E-18  0.944790E-19
 239.15866  0.121756E-18  0.863274E-19
 239.16418  0.125092E-18  0.980854E-19
 239.16970  0.128332E-18  0.914115E-19
 239.17522  0.131407E-18  0.873913E-19
 239.18073  0.134255E-18  0.902773E-19
 239.18625  0.136822E-18  0.101491E-18
 239.19177  0.139067E-18  0.997161E-19
 239.19729  0.140958E-18  0.863432E-19
 239.20281  0.142479E-18  0.879732E-19
 239.20833  0.143625E-18  0.891056E-19
 239.21385  0.144405E-18  0.969591E-19
 239.21937  0.144842E-18  0.112982E-18
 239.22489  0.144966E-18  0.975080E-19
 239.23041  0.144820E-18  0.106239E-18
 239.23593  0.144450E-18  0.862460E-19
 239.24145  0.143910E-18  0.107833E-18
 239.24697  0.143252E-18  0.104537E-18
 239.25249  0.142531E-18  0.104213E-18
 239.25801  0.141795E-18  0.974526E-19
 239.26353  0.141089E-18  0.995765E-19
 239.26906  0.140449E-18  0.113140E-18
 239.27458  0.139902E-18  0.919646E-19
 239.28010  0.139464E-18  0.951570E-19
 239.28562  0.139142E-18  0.966104E-19
 239.29115  0.138931E-18  0.104073E-18
 239.29667  0.138814E-18  0.101861E-18
 239.30219  0.138768E-18  0.114474E-18
 239.30772  0.138760E-18  0.873865E-19
 239.31324  0.138752E-18  0.886132E-19
 239.31877  0.138702E-18  0.123211E-18
 239.32429  0.138569E-18  0.851752E-19
 239.32982  0.138311E-18  0.102203E-18
 239.33534  0.137891E-18  0.107913E-18
 239.34087  0.137279E-18  0.916114E-19
 239.34639  0.136453E-18  0.110564E-18
 239.35192  0.135398E-18  0.814163E-19
 239.35744  0.134115E-18  0.923996E-19
 239.36297  0.132612E-18  0.797314E-19
 239.36850  0.130911E-18  0.918513E-19
 239.37402  0.129045E-18  0.924193E-19
 239.37955  0.127054E-18  0.865597E-19
 239.38508  0.124988E-18  0.940422E-19
 239.39061  0.122905E-18  0.983011E-19
 239.39613  0.120861E-18  0.101010E-18
 239.40166  0.118918E-18  0.855652E-19
 239.40719  0.117132E-18  0.917690E-19
 239.41272  0.115555E-18  0.105371E-18
 239.41825  0.114232E-18  0.858066E-19
 239.42378  0.113196E-18  0.109163E-18
 239.42931  0.112469E-18  0.982158E-19
 239.43484  0.112058E-18  0.872935E-19
 239.44037  0.111956E-18  0.983508E-19
 239.44590  0.112141E-18  0.898500E-19
 239.45143  0.112574E-18  0.906309E-19
 239.45696  0.113206E-18  0.103677E-18
 239.46249  0.113974E-18  0.109683E-18
 239.46802  0.114805E-18  0.979077E-19
 239.47355  0.115620E-18  0.985602E-19
 239.47908  0.116337E-18  0.954551E-19
 239.48461  0.116874E-18  0.115079E-18
 239.49015  0.117153E-18  0.798293E-19
 239.49568  0.117100E-18  0.905792E-19
 239.50121  0.116657E-18  0.969678E-19
 239.50674  0.115776E-18  0.839351E-19
 239.51228  0.114426E-18  0.889048E-19
 239.51781  0.112595E-18  0.968374E-19
 239.52335  0.110288E-18  0.100607E-18
 239.52888  0.107532E-18  0.988450E-19
 239.53441  0.104373E-18  0.100551E-18
 239.53995  0.100874E-18  0.898209E-19
 239.54548  0.971149E-19  0.964848E-19
 239.55102  0.931889E-19  0.808601E-19
 239.55655  0.891990E-19  0.123789E-18
 239.56209  0.852544E-19  0.920039E-19
 239.56762  0.814663E-19  0.971897E-19
 239.57316  0.779435E-19  0.838998E-19
 239.57870  0.747878E-19  0.837193E-19
 239.58423  0.720901E-19  0.905573E-19
 239.58977  0.699265E-19  0.106060E-18
 239.59531  0.683549E-19  0.757924E-19
 239.60084  0.674122E-19  0.893856E-19
 239.60638  0.671127E-19  0.954065E-19
 239.61192  0.674469E-19  0.105051E-18
 239.61746  0.683816E-19  0.971232E-19
 239.62300  0.698605E-19  0.869481E-19
 239.62854  0.718064E-19  0.808064E-19
 239.63407  0.741235E-19  0.765725E-19
 239.63961  0.767010E-19  0.860619E-19
 239.64515  0.794172E-19  0.900293E-19
 239.65069  0.821441E-19  0.817574E-19
 239.65623  0.847521E-19  0.819064E-19
 239.66177  0.871154E-19  0.820830E-19
 239.66731  0.891165E-19  0.814734E-19
 239.67285  0.906511E-19  0.760381E-19
 239.67839  0.916321E-19  0.831491E-19
 239.68394  0.919933E-19  0.896149E-19
 239.68948  0.916922E-19  0.874639E-19
 239.69502  0.907118E-19  0.832461E-19
 239.70056  0.890614E-19  0.799685E-19
 239.70610  0.867766E-19  0.895328E-19
 239.71165  0.839180E-19  0.851493E-19
 239.71719  0.805695E-19  0.844653E-19
 239.72273  0.768346E-19  0.107709E-18
 239.72827  0.728332E-19  0.907555E-19
 239.73382  0.686967E-19  0.759721E-19
 239.73936  0.645634E-19  0.791300E-19
 239.74491  0.605733E-19  0.961543E-19
 239.75045  0.568624E-19  0.801530E-19
 239.75599  0.535583E-19  0.837903E-19
 239.76154  0.507749E-19  0.739758E-19
 239.76708  0.486083E-19  0.777442E-19
 239.77263  0.471333E-19  0.904795E-19
 239.77817  0.464008E-19  0.756603E-19
 239.78372  0.464356E-19  0.761331E-19
 239.78927  0.472362E-19  0.794137E-19
 239.79481  0.487746E-19  0.743031E-19
 239.80036  0.509979E-19  0.856550E-19
 239.80591  0.538302E-19  0.810712E-19
 239.81145  0.571760E-19  0.759200E-19
 239.81700  0.609237E-19  0.765097E-19
 239.82255  0.649506E-19  0.768615E-19
 239.82810  0.691268E-19  0.739640E-19
 239.83364  0.733211E-19  0.836067E-19
 239.83919  0.774052E-19  0.723765E-19
 239.84474  0.812591E-19  0.695345E-19
 239.85029  0.847751E-19  0.832740E-19
 239.85584  0.878618E-19  0.807734E-19
 239.86139  0.904470E-19  0.810119E-19
 239.86694  0.924803E-19  0.720464E-19
 239.87249  0.939339E-19  0.732223E-19
 239.87804  0.948035E-19  0.731031E-19
 239.88359  0.951073E-19  0.704754E-19
 239.88914  0.948848E-19  0.804090E-19
 239.89469  0.941942E-19  0.608607E-19
 239.90024  0.931092E-19  0.731369E-19
 239.90579  0.917154E-19  0.684765E-19
 239.91134  0.901064E-19  0.782290E-19
 239.91690  0.883788E-19  0.725738E-19
 239.92245  0.866281E-19  0.739045E-19
 239.92800  0.849443E-19  0.669916E-19
 239.93355  0.834078E-19  0.784538E-19
 239.93911  0.820860E-19  0.601626E-19
 239.94466  0.810302E-19  0.576251E-19
 239.95021  0.802734E-19  0.730891E-19
 239.95577  0.798295E-19  0.655318E-19
 239.96132  0.796921E-19  0.733853E-19
 239.96688  0.798357E-19  0.770554E-19
 239.97243  0.802167E-19  0.618524E-19
 239.97799  0.807757E-19  0.710024E-19
 239.98354  0.814404E-19  0.663158E-19
 239.98910  0.821290E-19  0.702941E-19
 239.99465  0.827544E-19  0.731812E-19
 240.00021  0.832279E-19  0.675142E-19
 240.00576  0.834640E-19  0.695458E-19
 240.01132  0.833838E-19  0.706336E-19
 240.01688  0.829197E-19  0.615971E-19
 240.02243  0.820178E-19  0.581087E-19
 240.02799  0.806413E-19  0.584790E-19
 240.03355  0.787722E-19  0.655724E-19
 240.03911  0.764127E-19  0.694313E-19
 240.04466  0.735849E-19  0.741870E-19
 240.05022  0.703309E-19  0.599911E-19
 240.05578  0.667109E-19  0.633092E-19
 240.06134  0.628008E-19  0.678833E-19
 240.06690  0.586895E-19  0.636875E-19
 240.07246  0.544751E-19  0.657322E-19
 240.07802  0.502609E-19  0.637009E-19
 240.08358  0.461512E-19  0.622368E-19
 240.08914  0.422467E-19  0.590884E-19
 240.09470  0.386405E-19  0.627812E-19
 240.10026  0.354140E-19  0.621750E-19
 240.10582  0.326333E-19  0.662923E-19
 240.11138  0.303468E-19  0.646150E-19
 240.11694  0.285824E-19  0.647600E-19
 240.12250  0.273466E-19  0.543248E-19
 240.12806  0.266244E-19  0.578042E-19
 240.13362  0.263792E-19  0.579017E-19
 240.13919  0.265546E-19  0.595172E-19
 240.14475  0.270769E-19  0.617226E-19
 240.15031  0.278577E-19  0.507618E-19
 240.15587  0.287981E-19  0.483382E-19
 240.16144  0.297922E-19  0.504855E-19
 240.16700  0.307324E-19  0.529685E-19
 240.17257  0.315134E-19  0.547382E-19
 240.17813  0.320368E-19  0.589705E-19
 240.18369  0.322157E-19  0.602907E-19
 240.18926  0.319782E-19  0.579100E-19
 240.19482  0.312707E-19  0.615003E-19
 240.20039  0.300606E-19  0.656320E-19
 240.20595  0.283375E-19  0.532021E-19
 240.21152  0.261144E-19  0.553654E-19
 240.21708  0.234273E-19  0.476917E-19
 240.22265  0.203337E-19  0.490373E-19
 240.22822  0.169110E-19  0.529428E-19
 240.23378  0.132534E-19  0.483394E-19
 240.23935  0.946813E-20  0.562141E-19
 240.24492  0.567155E-20  0.571627E-19
 240.25049  0.198435E-20  0.542290E-19
 240.25605 -0.147306E-20  0.501061E-19
 240.26162 -0.458545E-20  0.469081E-19
 240.26719 -0.724728E-20  0.533062E-19
 240.27276 -0.936700E-20  0.573673E-19
 240.27833 -0.108707E-19  0.515823E-19
 240.28390 -0.117052E-19  0.479494E-19
 240.28946 -0.118400E-19  0.560590E-19
 240.29503 -0.112690E-19  0.565810E-19
 240.30060 -0.100103E-19  0.472796E-19
 240.30617 -0.810602E-20  0.556842E-19
 240.31174 -0.562037E-20  0.489217E-19
 240.31731 -0.263745E-20  0.488442E-19
 240.32289  0.742067E-21  0.477861E-19
 240.32846  0.440482E-20  0.497016E-19
 240.33403  0.822910E-20  0.553496E-19
 240.33960  0.120895E-19  0.531644E-19
 240.34517  0.158618E-19  0.456784E-19
 240.35074  0.194274E-19  0.592622E-19
 240.35632  0.226782E-19  0.517047E-19
 240.36189  0.255202E-19  0.519572E-19
 240.36746  0.278773E-19  0.548963E-19
 240.37303  0.296935E-19  0.501907E-19
 240.37861  0.309352E-19  0.494351E-19
 240.38418  0.315920E-19  0.491061E-19
 240.38975  0.316767E-19  0.498059E-19
 240.39533  0.312243E-19  0.509468E-19
 240.40090  0.302903E-19  0.433876E-19
 240.40648  0.289480E-19  0.454177E-19
 240.41205  0.272854E-19  0.483559E-19
 240.41763  0.254012E-19  0.424982E-19
 240.42320  0.234006E-19  0.500741E-19
 240.42878  0.213909E-19  0.482950E-19
 240.43435  0.194770E-19  0.448084E-19
 240.43993  0.177570E-19  0.443044E-19
 240.44551  0.163185E-19  0.442497E-19
 240.45108  0.152348E-19  0.462054E-19
 240.45666  0.145622E-19  0.428651E-19
 240.46224  0.143378E-19  0.429027E-19
 240.46782  0.145784E-19  0.462780E-19
 240.47339  0.152800E-19  0.467432E-19
 240.47897  0.164179E-19  0.455744E-19
 240.48455  0.179485E-19  0.460551E-19
 240.49013  0.198115E-19  0.437170E-19
 240.49571  0.219319E-19  0.477287E-19
 240.50129  0.242242E-19  0.438030E-19
 240.50687  0.265957E-19  0.473659E-19
 240.51245  0.289509E-19  0.452105E-19
 240.51802  0.311952E-19  0.424603E-19
 240.52361  0.332395E-19  0.462052E-19
 240.52919  0.350034E-19  0.392713E-19
 240.53477  0.364192E-19  0.424347E-19
 240.54035  0.374345E-19  0.456442E-19
 240.54593  0.380142E-19  0.445594E-19
 240.55151  0.381422E-19  0.449037E-19
 240.55709  0.378220E-19  0.474753E-19
 240.56267  0.370764E-19  0.381638E-19
 240.56825  0.359464E-19  0.384698E-19
 240.57384  0.344899E-19  0.380572E-19
 240.57942  0.327784E-19  0.350633E-19
 240.58500  0.308947E-19  0.369235E-19
 240.59059  0.289290E-19  0.399761E-19
 240.59617  0.269751E-19  0.403271E-19
 240.60175  0.251266E-19  0.388436E-19
 240.60734  0.234727E-19  0.426743E-19
 240.61292  0.220946E-19  0.414418E-19
 240.61851  0.210620E-19  0.448024E-19
 240.62409  0.204301E-19  0.439608E-19
 240.62968  0.202374E-19  0.398037E-19
 240.63526  0.205038E-19  0.429755E-19
 240.64085  0.212298E-19  0.391019E-19
 240.64643  0.223965E-19  0.410286E-19
 240.65202  0.239659E-19  0.418728E-19
 240.65760  0.258826E-19  0.383583E-19
 240.66319  0.280759E-19  0.411639E-19
 240.66878  0.304625E-19  0.411224E-19
 240.67437  0.329496E-19  0.430198E-19
 240.67995  0.354385E-19  0.396553E-19
 240.68554  0.378286E-19  0.391913E-19
 240.69113  0.400211E-19  0.426299E-19
 240.69672  0.419228E-19  0.333679E-19
 240.70230  0.434497E-19  0.363226E-19
 240.70789  0.445299E-19  0.401603E-19
 240.71348  0.451068E-19  0.339242E-19
 240.71907  0.451405E-19  0.379712E-19
 240.72466  0.446097E-19  0.432996E-19
 240.73025  0.435122E-19  0.454058E-19
 240.73584  0.418647E-19  0.359607E-19
 240.74143  0.397024E-19  0.337533E-19
 240.74702  0.370769E-19  0.486955E-19
 240.75261  0.340548E-19  0.362475E-19
 240.75820  0.307148E-19  0.355364E-19
 240.76379  0.271444E-19  0.399191E-19
 240.76939  0.234371E-19  0.391466E-19
 240.77498  0.196888E-19  0.389704E-19
 240.78057  0.159941E-19  0.325376E-19
 240.78616  0.124433E-19  0.357199E-19
 240.79175  0.911893E-20  0.375164E-19
 240.79735  0.609356E-20  0.374467E-19
 240.80294  0.342708E-20  0.357144E-19
 240.80853  0.116522E-20  0.325135E-19
 240.81413 -0.661579E-21  0.350803E-19
 240.81972 -0.203870E-20  0.336553E-19
 240.82531 -0.296714E-20  0.304798E-19
 240.83091 -0.346282E-20  0.300753E-19
 240.83650 -0.355526E-20  0.336088E-19
 240.84210 -0.328579E-20  0.336092E-19
 240.84769 -0.270540E-20  0.323251E-19
 240.85329 -0.187224E-20  0.340928E-19
 240.85888 -0.848967E-21  0.301130E-19
 240.86448  0.299969E-21  0.334367E-19
 240.87008  0.151101E-20  0.400978E-19
 240.87567  0.272399E-20  0.298193E-19
 240.88127  0.388444E-20  0.320033E-19
 240.88687  0.494544E-20  0.329230E-19
 240.89246  0.586917E-20  0.302318E-19
 240.89806  0.662793E-20  0.339694E-19
 240.90366  0.720468E-20  0.344490E-19
 240.90926  0.759313E-20  0.315957E-19
 240.91485  0.779727E-20  0.271559E-19
 240.92045  0.783052E-20  0.329119E-19
 240.92605  0.771446E-20  0.326274E-19
 240.93165  0.747731E-20  0.256534E-19
 240.93725  0.715203E-20  0.308187E-19
 240.94285  0.677448E-20  0.323933E-19
 240.94845  0.638132E-20  0.275882E-19
 240.95405  0.600814E-20  0.286570E-19
 240.95965  0.568760E-20  0.302909E-19
 240.96525  0.544786E-20  0.262340E-19
 240.97085  0.531126E-20  0.256670E-19
 240.97645  0.529334E-20  0.314962E-19
 240.98205  0.540226E-20  0.306152E-19
 240.98766  0.563860E-20  0.266635E-19
 240.99326  0.599555E-20  0.292035E-19
 240.99886  0.645948E-20  0.241563E-19
 241.00446  0.701085E-20  0.266031E-19
 241.01006  0.762540E-20  0.317497E-19
 241.01567  0.827558E-20  0.260299E-19
 241.02127  0.893208E-20  0.305794E-19
 241.02687  0.956550E-20  0.327097E-19
 241.03248  0.101479E-19  0.264501E-19
 241.03808  0.106546E-19  0.282865E-19
 241.04369  0.110649E-19  0.280807E-19
 241.04929  0.113640E-19  0.238682E-19
 241.05490  0.115432E-19  0.256067E-19
 241.06050  0.116009E-19  0.308516E-19
 241.06611  0.115421E-19  0.305434E-19
 241.07171  0.113789E-19  0.281153E-19
 241.07732  0.111297E-19  0.288050E-19
 241.08292  0.108179E-19  0.314495E-19
 241.08853  0.104714E-19  0.267968E-19
 241.09414  0.101209E-19  0.268879E-19
 241.09974  0.979825E-20  0.281389E-19
 241.10535  0.953510E-20  0.233061E-19
 241.11096  0.936113E-20  0.271339E-19
 241.11657  0.930254E-20  0.306760E-19
 241.12217  0.938066E-20  0.280753E-19
 241.12778  0.961075E-20  0.265585E-19
 241.13339  0.100011E-19  0.262521E-19
 241.13900  0.105526E-19  0.243277E-19
 241.14461  0.112580E-19  0.241653E-19
 241.15022  0.121029E-19  0.254390E-19
 241.15583  0.130654E-19  0.229118E-19
 241.16144  0.141174E-19  0.273569E-19
 241.16705  0.152257E-19  0.226402E-19
 241.17266  0.163534E-19  0.236180E-19
 241.17827  0.174612E-19  0.280745E-19
 241.18388  0.185098E-19  0.248003E-19
 241.18949  0.194610E-19  0.274367E-19
 241.19510  0.202800E-19  0.245805E-19
 241.20071  0.209368E-19  0.209103E-19
 241.20632  0.214074E-19  0.236514E-19
 241.21193  0.216755E-19  0.243281E-19
 241.21755  0.217333E-19  0.266797E-19
 241.22316  0.215815E-19  0.257015E-19
 241.22877  0.212303E-19  0.255652E-19
 241.23439  0.206984E-19  0.261590E-19
 241.24000  0.200127E-19  0.269435E-19
 241.24561  0.192073E-19  0.240030E-19
 241.25123  0.183220E-19  0.233740E-19
 241.25684  0.174008E-19  0.266677E-19
 241.26245  0.164901E-19  0.238605E-19
 241.26807  0.156364E-19  0.210163E-19
 241.27368  0.148847E-19  0.244472E-19
 241.27930  0.142762E-19  0.283647E-19
 241.28492  0.138465E-19  0.244600E-19
 241.29053  0.136240E-19  0.215991E-19
 241.29615  0.136283E-19  0.241571E-19
 241.30176  0.138694E-19  0.250827E-19
 241.30738  0.143467E-19  0.257026E-19
 241.31300  0.150490E-19  0.238679E-19
 241.31861  0.159544E-19  0.226475E-19
 241.32423  0.170311E-19  0.238317E-19
 241.32985  0.182384E-19  0.234667E-19
 241.33547  0.195281E-19  0.212581E-19
 241.34108  0.208459E-19  0.196270E-19
 241.34670  0.221339E-19  0.213081E-19
 241.35232  0.233323E-19  0.217551E-19
 241.35794  0.243821E-19  0.234395E-19
 241.36356  0.252268E-19  0.212405E-19
 241.36918  0.258152E-19  0.223948E-19
 241.37480  0.261030E-19  0.237430E-19
 241.38042  0.260548E-19  0.197706E-19
 241.38604  0.256453E-19  0.224995E-19
 241.39166  0.248610E-19  0.225620E-19
 241.39728  0.236999E-19  0.220147E-19
 241.40290  0.221728E-19  0.215339E-19
 241.40852  0.203021E-19  0.202765E-19
 241.41414  0.181219E-19  0.233354E-19
 241.41976  0.156764E-19  0.219879E-19
 241.42539  0.130186E-19  0.211917E-19
 241.43101  0.102086E-19  0.254339E-19
 241.43663  0.731131E-20  0.240960E-19
 241.44225  0.439462E-20  0.234831E-19
 241.44788  0.152671E-20  0.223104E-19
 241.45350 -0.122603E-20  0.196207E-19
 241.45912 -0.380128E-20  0.232749E-19
 241.46475 -0.614281E-20  0.253580E-19
 241.47037 -0.820224E-20  0.205097E-19
 241.47600 -0.994061E-20  0.206753E-19
 241.48162 -0.113294E-19  0.235362E-19
 241.48725 -0.123513E-19  0.251613E-19
 241.49287 -0.130006E-19  0.235559E-19
 241.49850 -0.132828E-19  0.206817E-19
 241.50412 -0.132144E-19  0.211768E-19
 241.50975 -0.128217E-19  0.224519E-19
 241.51537 -0.121399E-19  0.220092E-19
 241.52100 -0.112110E-19  0.214958E-19
 241.52663 -0.100827E-19  0.188311E-19
 241.53225 -0.880597E-20  0.214092E-19
 241.53788 -0.743325E-20  0.234889E-19
 241.54351 -0.601657E-20  0.220686E-19
 241.54914 -0.460558E-20  0.239600E-19
 241.55476 -0.324586E-20  0.226496E-19
 241.56039 -0.197740E-20  0.203493E-19
 241.56602 -0.833451E-21  0.217575E-19
 241.57165  0.160456E-21  0.226883E-19
 241.57728  0.986996E-21  0.263504E-19
 241.58291  0.163727E-20  0.240529E-19
 241.58854  0.211064E-20  0.230365E-19
 241.59417  0.241421E-20  0.266991E-19
 241.59980  0.256203E-20  0.212057E-19
 241.60543  0.257402E-20  0.186396E-19
 241.61106  0.247464E-20  0.213562E-19
 241.61669  0.229151E-20  0.235006E-19
 241.62232  0.205381E-20  0.233259E-19
 241.62795  0.179079E-20  0.219048E-19
 241.63358  0.153021E-20  0.210245E-19
 241.63922  0.129700E-20  0.218303E-19
 241.64485  0.111203E-20  0.241451E-19
 241.65048  0.991093E-21  0.245953E-19
 241.65611  0.944218E-21  0.236561E-19
 241.66175  0.975187E-21  0.232790E-19
 241.66738  0.108143E-20  0.243344E-19
 241.67301  0.125417E-20  0.235819E-19
 241.67865  0.147894E-20  0.217675E-19
 241.68428  0.173630E-20  0.257005E-19
 241.68992  0.200284E-20  0.277157E-19
 241.69555  0.225236E-20  0.258555E-19
 241.70119  0.245724E-20  0.241271E-19
 241.70682  0.258982E-20  0.263932E-19
 241.71246  0.262387E-20  0.253791E-19
 241.71809  0.253603E-20  0.246610E-19
 241.72373  0.230709E-20  0.269516E-19
 241.72936  0.192320E-20  0.272060E-19
 241.73500  0.137680E-20  0.301193E-19
 241.74064  0.667406E-21  0.279773E-19
 241.74627 -0.197986E-21  0.236945E-19
 241.75191 -0.120471E-20  0.242409E-19
 241.75755 -0.233056E-20  0.262682E-19
 241.76319 -0.354627E-20  0.280463E-19
 241.76882 -0.481619E-20  0.277107E-19
 241.77446 -0.609928E-20  0.267020E-19
 241.78010 -0.735036E-20  0.283612E-19
 241.78574 -0.852141E-20  0.297455E-19
 241.79138 -0.956318E-20  0.285468E-19
 241.79702 -0.104267E-19  0.297453E-19
 241.80266 -0.110650E-19  0.280098E-19
 241.80830 -0.114345E-19  0.274246E-19
 241.81394 -0.114966E-19  0.287381E-19
 241.81958 -0.112190E-19  0.286037E-19
 241.82522 -0.105769E-19  0.306108E-19
 241.83086 -0.955357E-20  0.347710E-19
 241.83650 -0.814146E-20  0.328257E-19
 241.84214 -0.634211E-20  0.305221E-19
 241.84778 -0.416643E-20  0.337544E-19
 241.85343 -0.163436E-20  0.363748E-19
 241.85907  0.122562E-20  0.336911E-19
 241.86471  0.437736E-20  0.368920E-19
 241.87035  0.777801E-20  0.370114E-19
 241.87600  0.113793E-19  0.318589E-19
 241.88164  0.151291E-19  0.373791E-19
 241.88728  0.189725E-19  0.415620E-19
 241.89293  0.228541E-19  0.392222E-19
 241.89857  0.267188E-19  0.404318E-19
 241.90422  0.305140E-19  0.397916E-19
 241.90986  0.341907E-19  0.400708E-19
 241.91550  0.377052E-19  0.429001E-19
 241.92115  0.410196E-19  0.463781E-19
 241.92680  0.441035E-19  0.462387E-19
 241.93244  0.469343E-19  0.453347E-19
 241.93809  0.494977E-19  0.455750E-19
 241.94373  0.517881E-19  0.461086E-19
 241.94938  0.538082E-19  0.509931E-19
 241.95503  0.555691E-19  0.548089E-19
 241.96067  0.570894E-19  0.575734E-19
 241.96632  0.583947E-19  0.557345E-19
 241.97197  0.595163E-19  0.598211E-19
 241.97762  0.604904E-19  0.602709E-19
 241.98326  0.613565E-19  0.582180E-19
